ID,EnglishNames,Countries,CountryCode,Endangerment,No,Latitude,Longitude
161,Tanana,United States of America,USA,Critically endangered,15,64.605,-149.0625
153,Ingalik,United States of America,USA,Critically endangered,14,62.1655,-156.3134
176,Jingulu,Australia,AUS,Severely endangered,14,-17.3716,134.187
942,Zapotec of Mixtepe,Mexico,MEX,Critically endangered,14,16.2666,-96.3666
2578,Woria,Indonesia,IDN,Critically endangered,13,-2.4011,136.4886
572,Aruá,Brazil,BRA,Severely endangered,12,-12.0285,-64.7094
1459,Han (United States of America),United States of America,USA,Critically endangered,12,64.7837,-141.2172
780,Hupa,United States of America,USA,Critically endangered,12,41.7624,-123.7028
826,Karuk,United States of America,USA,Severely endangered,12,41.7929,-123.3763
790,Makah,United States of America,USA,Critically endangered,12,48.3658,-124.6118
2079,Ngaatjatjara,Australia,AUS,Severely endangered,12,-25.1651,127.3535
219,Ngaliwuru,Australia,AUS,Critically endangered,12,-15.5595,131.0614
637,Ofayé,Brazil,BRA,Critically endangered,12,-21.361,-52.0532
234,Umpila,Australia,AUS,Severely endangered,12,-13.0366,143.3386
775,Yurok,United States of America,USA,Critically endangered,12,41.0607,-124.1413
1794,Kinikinau,Brazil,BRA,Critically endangered,11,-21.0685,-56.2765
236,Wagiman,Australia,AUS,Severely endangered,11,-14.1845,131.6546
829,Achumawi,United States of America,USA,Critically endangered,10,40.8816,-122.6715
2160,Arho,New Caledonia (France),NCL,Critically endangered,10,-21.274,165.0503
891,Arikara,United States of America,USA,Critically endangered,10,47.648,-101.8327
515,Ayizi,China,CHN,Critically endangered,10,24.5964,103.7329
2143,Bangsa,Vanuatu,VUT,Critically endangered,10,-16.146,167.389
1864,Ch'orti' (Honduras),Honduras,HND,Critically endangered,10,14.9364,-88.865
1002,Chung (Thailand),Thailand,THA,Critically endangered,10,14.4897,99.1661
763,Copper Island Aleut,Russian Federation,RUS,Critically endangered,10,54.7753,167.5662
764,Gros Ventre,United States of America,USA,Critically endangered,10,48.4824,-108.7639
115,Gweno,United Republic of Tanzania,TZA,Critically endangered,10,-3.7135,37.6501
2591,Hoti,Indonesia,IDN,Critically endangered,10,-3.0143,130.3692
2593,Hulung,Indonesia,IDN,Critically endangered,10,-2.8614,128.5606
2594,Ibu,Indonesia,IDN,Critically endangered,10,1.5269,127.5265
1867,Iranxe,Brazil,BRA,Critically endangered,10,-12.6939,-57.843
2595,Kamarian,Indonesia,IDN,Critically endangered,10,-3.4366,128.5345
194,Karajarri,Australia,AUS,Critically endangered,10,-19.0205,122.3437
613,Karipuna,Brazil,BRA,Definitely endangered,10,-10.2284,-64.5556
615,Katawixi,Brazil,BRA,Critically endangered,10,-8.8416,-66.0937
863,Kawaiisu,United States of America,USA,Critically endangered,10,35.0589,-118.4026
1450,Khövsgöl Uryangkhay,Mongolia,MNG,Critically endangered,10,50.9722,101.3159
1880,Krenak,Brazil,BRA,Critically endangered,10,-19.1937,-41.1527
199,Kurrama,Australia,AUS,Critically endangered,10,-21.6383,117.9711
202,Lardil,Australia,AUS,Critically endangered,10,-16.5526,139.3176
2270,Lom,Indonesia,IDN,Critically endangered,10,-1.6751,105.8917
2644,Lorediakarkar,Vanuatu,VUT,Critically endangered,10,-15.1967,167.0498
203,Madngele,Australia,AUS,Critically endangered,10,-13.3789,130.5395
214,Malak Malak,Australia,AUS,Critically endangered,10,-13.7713,130.6384
454,Manchu (Amur),China,CHN,Critically endangered,10,49.7666,127.5
453,Manchu (Nonni),China,CHN,Critically endangered,10,48.0083,124.3542
884,Mandan,United States of America,USA,Critically endangered,10,47.5165,-102.2461
206,Marrisyefin,Australia,AUS,Critically endangered,10,-13.934,129.8254
1655,Massalat,Chad,TCD,Critically endangered,10,12.7635,20.5993
2144,Matanvat,Vanuatu,VUT,Critically endangered,10,-15.8972,167.1947
627,Matipu,Brazil,BRA,Critically endangered,10,-12.2366,-53.1875
1674,Mawayana (Brazil),"Brazil, Suriname","BRA, SUR",Critically endangered,10,-0.9447,-58.2495
1326,Munsee (Canada),Canada,CAN,Critically endangered,10,42.57,-81.879
2148,Naati,Vanuatu,VUT,Critically endangered,10,-16.515,167.4645
223,Ngardi,Australia,AUS,Critically endangered,10,-20.6327,128.5839
110,Ngbinda,Democratic Republic of the Congo,ZAI,Critically endangered,10,4.6092,27.0812
1465,Northern Paiute (Idaho),United States of America,USA,Critically endangered,10,43.0439,-112.4566
2604,Nusa Laut,Indonesia,IDN,Critically endangered,10,-3.6833,128.8
269,Oneida (Wisconsin),United States of America,USA,Critically endangered,10,44.5158,-88.0075
270,Onondaga (New York),United States of America,USA,Critically endangered,10,43.047,-76.1422
887,Osage,United States of America,USA,Critically endangered,10,36.6683,-96.3316
1840,Parintintin,Brazil,BRA,Critically endangered,10,-6.5773,-61.7871
892,Pawnee,United States of America,USA,Critically endangered,10,36.3372,-96.8032
2698,Puari,Papua New Guinea,PNG,Critically endangered,10,-2.8689,141.6577
231,Rembarrnga,Australia,AUS,Critically endangered,10,-13.3896,133.6706
2125,Sene,Papua New Guinea,PNG,Critically endangered,10,-6.3753,147.7825
2155,Sowa,Vanuatu,VUT,Critically endangered,10,-15.8609,168.1842
2706,Susuami,Papua New Guinea,PNG,Critically endangered,10,-7.2044,146.5493
2707,Taap,Papua New Guinea,PNG,Critically endangered,10,-6.146,146.3955
2153,Tape,Vanuatu,VUT,Critically endangered,10,-16.0953,167.3094
416,Ter Saami,Russian Federation,RUS,Critically endangered,10,68.0638,38.7063
2041,Thao,China,CHN,Critically endangered,10,23.8808,120.9206
819,Tule-Kaweah Yokuts,United States of America,USA,Critically endangered,10,36.0269,-118.7213
502,Tundra Enets,Russian Federation,RUS,Critically endangered,10,71.6973,83.5839
893,Wichita,United States of America,USA,Critically endangered,10,35.0647,-98.2788
1942,Xambioá,Brazil,BRA,Critically endangered,10,-7.1717,-49.1583
1509,Yawalapiti,Brazil,BRA,Critically endangered,10,-12.1702,-53.3365
251,Yiiji,Australia,AUS,Critically endangered,10,-15.8458,127.6281
995,Arára Shawãdáwa,Brazil,BRA,Critically endangered,9,-8.581,-72.29
201,Kuuku Ya'u,Australia,AUS,Critically endangered,9,-12.0185,142.8112
221,Ngandi,Australia,AUS,Critically endangered,9,-13.6459,135.2087
217,Ngarluma,Australia,AUS,Critically endangered,9,-21.1664,117.3339
668,Zaparo,"Ecuador, Peru","ECU, PER",Critically endangered,9,-2.2186,-76.5087
78,Ongota,Ethiopia,ETH,Critically endangered,8,5.3207,37.2244
575,Ajuru,Brazil,BRA,Severely endangered,8,-12.0178,-64.7534
2515,Araki,Vanuatu,VUT,Critically endangered,8,-15.6322,166.9413
913,Ayapanec,Mexico,MEX,Critically endangered,8,18.2241,-93.1108
1400,Busuu,Cameroon,CMR,Critically endangered,8,6.8282,10.1087
583,Chamicuro,Peru,PER,Critically endangered,8,-5.5285,-75.5969
437,Dumi,Nepal,NPL,Critically endangered,8,27.3095,86.7521
195,Kayardild,Australia,AUS,Critically endangered,8,-17.1197,139.4604
636,Munichi,Peru,PER,Critically endangered,8,-5.8182,-76.1846
132,N|uu,South Africa,ZAF,Critically endangered,8,-28.5169,21.4453
664,Xetá,Brazil,BRA,Critically endangered,8,-23.2867,-53.3935
805,Kiksht,United States of America,USA,Critically endangered,7,44.2708,-121.2871
2114,Makolkol,Papua New Guinea,PNG,Critically endangered,7,-4.8994,151.6827
567,Akuntsu,Brazil,BRA,Critically endangered,6,-13.1169,-61.018
1663,Anambé,Brazil,BRA,Critically endangered,6,-2.7674,-49.2297
2071,Arabana,Australia,AUS,Critically endangered,6,-28.6134,135.8349
844,Ipai,United States of America,USA,Critically endangered,6,32.9359,-116.868
369,Karaim (Western Ukraine),Ukraine,UKR,Critically endangered,6,50.7538,25.3351
820,Kings River Yokuts,United States of America,USA,Critically endangered,6,36.9104,-118.9261
133,Korana,South Africa,ZAF,Critically endangered,6,-26.9352,24.1254
204,Mangarrayi,Australia,AUS,Critically endangered,6,-14.8067,133.8793
815,Northern Sierra Miwok,United States of America,USA,Critically endangered,6,38.4008,-120.5351
2655,Abaga,Papua New Guinea,PNG,Critically endangered,5,-6.1883,145.5976
163,"Aleut (Western, Commander Islands)",Russian Federation,RUS,Critically endangered,5,55.171,166.094
2417,Aqaw Gelao,China,CHN,Critically endangered,5,28.7447,106.0714
2142,Aveteian,Vanuatu,VUT,Critically endangered,5,-16.3985,167.4213
719,Central Selkup,Russian Federation,RUS,Critically endangered,5,59.8903,82.0129
1789,Cocama-Cocamilla (Brazil),Brazil,BRA,Critically endangered,5,-1.8043,-66.5332
178,Dyirbal,Australia,AUS,Critically endangered,5,-18.0205,145.4809
2077,Gamilaraay,Australia,AUS,Critically endangered,5,-29.7929,149.7106
2722,Great andamanese,India,IND,Critically endangered,5,12.2326,92.9031
600,Guató,Brazil,BRA,Critically endangered,5,-17.644,-57.6562
152,Holikachuk,United States of America,USA,Critically endangered,5,64.2254,-155.3027
527,Iduh (Viet Nam),Viet Nam,VNM,Critically endangered,5,19.4162,104.487
2200,Isarog Agta,Philippines,PHL,Critically endangered,5,13.6805,123.3805
606,Itonama,Bolivia (Plurinational State of),BOL,Critically endangered,5,-13.6246,-63.5668
609,Juma,Brazil,BRA,Critically endangered,5,-7.4496,-63.8195
960,Kalispel,United States of America,USA,Critically endangered,5,48.2549,-117.2174
611,Kanoê,Brazil,BRA,Critically endangered,5,-13.1222,-61.051
2549,Liki,Indonesia,IDN,Critically endangered,5,-1.6202,138.738
869,Luiseño,United States of America,USA,Critically endangered,5,33.4622,-117.1269
793,Lushootseed,United States of America,USA,Critically endangered,5,47.6074,-122.5681
455,Manchurian Kirghiz,China,CHN,Critically endangered,5,47.8,124.2
2551,Mansim,Indonesia,IDN,Critically endangered,5,-0.9008,134.0441
2146,Naman,Vanuatu,VUT,Critically endangered,5,-16.1216,167.4337
2147,Nasarian,Vanuatu,VUT,Critically endangered,5,-16.3517,167.4659
2149,Navwien,Vanuatu,VUT,Critically endangered,5,-16.469,167.4975
40,Ndai,Cameroon,CMR,Critically endangered,5,8.399,14.1641
218,Ngalakan,Australia,AUS,Critically endangered,5,-14.5729,134.4946
2150,Nivat,Vanuatu,VUT,Critically endangered,5,-16.1302,167.3835
2151,Niviar,Vanuatu,VUT,Critically endangered,5,-16.1302,167.3945
2513,Olrat,Vanuatu,VUT,Critically endangered,5,-14.2796,167.4302
640,Oro Win,Brazil,BRA,Critically endangered,5,-11.6683,-65.1379
1958,Paunaca,Bolivia (Plurinational State of),BOL,Critically endangered,5,-16.573,-61.4355
651,Resígaro,Peru,PER,Critically endangered,5,-2.7674,-71.7187
2152,Sorsorian,Vanuatu,VUT,Critically endangered,5,-16.4709,167.6499
679,Southern Selkup,Russian Federation,RUS,Critically endangered,5,58.6626,85.8581
1359,Tuzantec,Mexico,MEX,Critically endangered,5,15.1455,-92.4232
2154,Umbrul,Vanuatu,VUT,Critically endangered,5,,
2138,Vano,Solomon Islands,SLB,Critically endangered,5,-11.6286,166.8383
249,Wunambal,Australia,AUS,Critically endangered,5,-15.6124,125.0024
902,Yuchi,United States of America,USA,Critically endangered,5,36.0009,-96.0988
2521,Bonerif,Indonesia,IDN,Critically endangered,4,-2.1088,139.2352
802,Coeur d'Alene,United States of America,USA,Critically endangered,4,43.3433,-116.8873
2074,Dharawal,Australia,AUS,Critically endangered,4,-34.7235,150.5786
2106,Guranalum,Papua New Guinea,PNG,Critically endangered,4,-4.3464,152.8417
2266,Lengilu,Indonesia,IDN,Critically endangered,4,3.7327,115.8728
38,Njerep,Cameroon,CMR,Critically endangered,4,6.4572,11.2884
2120,Ouma,Papua New Guinea,PNG,Critically endangered,4,-10.233,149.1
2072,Paakantyi,Australia,AUS,Critically endangered,4,-31.5598,143.3935
2563,Saponi,Indonesia,IDN,Critically endangered,4,-2.4025,136.5037
2139,Tanema,Solomon Islands,SLB,Critically endangered,4,-11.6986,166.9111
658,Tehuelche,Argentina,ARG,Critically endangered,4,-51.5087,-70.3125
1462,Totoró,Colombia,COL,Critically endangered,4,2.504,-76.4016
235,Waanyi,Australia,AUS,Critically endangered,4,-17.7486,138.2739
248,Worrorra,Australia,AUS,Critically endangered,4,-16.4887,124.6289
1370,Awakatek (Mexico),Mexico,MEX,Critically endangered,3,19.3481,-90.7177
44,Baldemu,Cameroon,CMR,Critically endangered,3,10.5742,14.5623
37,Bung,Cameroon,CMR,Critically endangered,3,6.5718,11.8267
580,Canichana,Bolivia (Plurinational State of),BOL,Extinct,3,-14.5835,-64.9731
835,Central Pomo,United States of America,USA,Critically endangered,3,38.9704,-123.6893
816,Central Sierra Miwok,United States of America,USA,Critically endangered,3,37.962,-120.2384
1470,Chemehuevi,United States of America,USA,Critically endangered,3,34.0138,-114.2146
789,Kiowa Apache,United States of America,USA,Critically endangered,3,35.1018,-98.6033
812,Konkow,United States of America,USA,Critically endangered,3,39.467,-121.5155
814,Lake Miwok,United States of America,USA,Critically endangered,3,38.6426,-122.3849
1643,Mabiri,Chad,TCD,Critically endangered,3,12.1682,18.7275
1463,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,Critically endangered,3,34.8986,-98.3589
834,Northern Pomo,United States of America,USA,Critically endangered,3,39.4143,-123.3502
1623,Sabanê,Brazil,BRA,Critically endangered,3,-12.5277,-59.6859
836,Southern Pomo,United States of America,USA,Critically endangered,3,38.7048,-122.8971
817,Southern Sierra Miwok,United States of America,USA,Critically endangered,3,37.6148,-119.789
865,Tubatulabal,United States of America,USA,Critically endangered,3,35.6444,-118.5183
279,Tuscarora (United States of America),United States of America,USA,Critically endangered,3,43.0877,-79.0627
2157,Ura,Vanuatu,VUT,Critically endangered,3,-18.654,169.074
729,Andoa (Peru),Peru,PER,Critically endangered,2,-2.6796,-76.2011
571,Arikapu,Brazil,BRA,Critically endangered,2,-12.0527,-64.7259
1708,Aurê-Aurá,Brazil,BRA,Critically endangered,2,-2.9649,-46.2084
287,Baré (Brazil),Brazil,BRA,Critically endangered,2,0.4394,-68.2031
582,Cayuvava,Bolivia (Plurinational State of),BOL,Critically endangered,2,-12.7903,-65.3247
179,Gajerrong,Australia,AUS,Critically endangered,2,-15.222,128.6059
181,Ganggalidda,Australia,AUS,Critically endangered,2,-17.1001,138.3618
1615,Guarasu,Brazil,BRA,Critically endangered,2,-13.4724,-61.0427
792,Klallam,United States of America,USA,Critically endangered,2,47.8475,-122.585
1619,Kujubim,Brazil,BRA,Critically endangered,2,-11.9963,-64.7534
198,Kunjen,Australia,AUS,Critically endangered,2,-16.1316,142.207
1672,Kuruáya,Brazil,BRA,Critically endangered,2,-5.0033,-53.9208
2508,Lemerig,Vanuatu,VUT,Critically endangered,2,-13.7473,167.4096
26,Luri,Nigeria,NGA,Critically endangered,2,9.9255,9.5965
811,Maidu,United States of America,USA,Critically endangered,2,40.4134,-120.6738
1535,Oneida (New York),United States of America,USA,Critically endangered,2,43.0778,-75.6622
2069,Poyanawa,Brazil,BRA,Critically endangered,2,-7.6238,-73.2568
649,Puruborá,Brazil,BRA,Critically endangered,2,-12.3292,-64.2919
652,Salamãy,Brazil,BRA,Critically endangered,2,-8.7602,-63.9074
1389,Sambe,Nigeria,NGA,Critically endangered,2,8.6027,8.3825
801,Spokane,United States of America,USA,Critically endangered,2,47.9286,-118.0165
173,Tharkarri,Australia,AUS,Critically endangered,2,-24.148,114.6533
728,Vacacocha,Peru,PER,Critically endangered,2,-2.0869,-74.5092
239,Wangaaybuwan,Australia,AUS,Critically endangered,2,-31.1093,144.9975
1704,Xipáya,Brazil,BRA,Critically endangered,2,-4.3902,-53.9648
1507,Apiaká,Brazil,BRA,Critically endangered,1,-11.1519,-57.3113
1398,Bikya,Cameroon,CMR,Critically endangered,1,6.8309,10.0277
1399,Bishuo,Cameroon,CMR,Critically endangered,1,6.9032,10.0991
2060,Chaná,Argentina,ARG,Critically endangered,1,-31.8402,-60.5786
2280,Dampel,Indonesia,IDN,Critically endangered,1,0.7923,120.2494
595,Diahói,Brazil,BRA,Critically endangered,1,-7.9939,-62.1936
1776,Kaixána,Brazil,BRA,Critically endangered,1,-2.0649,-67.4121
2112,Lae,Papua New Guinea,PNG,Extinct,1,-6.6318,147.181
2113,Laua,Papua New Guinea,PNG,Critically endangered,1,-10.1824,149.2053
810,Patwin,United States of America,USA,Critically endangered,1,38.7608,-122.0354
2047,Pazeh,China,CHN,Critically endangered,1,24.2469,120.7727
1966,Pémono,Venezuela (Bolivarian Republic of),VEN,Critically endangered,1,5.6487,-65.8081
657,Taushiro,Peru,PER,Critically endangered,1,-3.2502,-75.8935
314,Tinigua,Colombia,COL,Critically endangered,1,2.3833,-73.6413
779,Tolowa,United States of America,USA,Critically endangered,1,41.9566,-124.1915
661,Uru,Bolivia (Plurinational State of),BOL,Extinct,1,-16.5519,-68.6645
2507,Volow,Vanuatu,VUT,Critically endangered,1,-13.6433,167.7159
809,Wintu-Nomlaki,United States of America,USA,Critically endangered,1,39.8637,-122.0822
665,Yahgan,Chile,CHL,Critically endangered,1,-55.0028,-67.4615
2711,Yarawi,Papua New Guinea,PNG,Critically endangered,1,-7.9001,147.6411
1444,!Gan!ne,South Africa,ZAF,Extinct,0,-31.3911,26.6748
116,Aasax,United Republic of Tanzania,TZA,Extinct,0,-5.1948,37.738
429,Ahom,India,IND,Extinct,0,26.5393,92.5378
486,Ainu (Kuril),Russian Federation,RUS,Extinct,0,46.8882,152.0068
494,Ainu (Sakhalin),Russian Federation,RUS,Extinct,0,47.3983,142.2949
329,Akkala Saami,Russian Federation,RUS,Extinct,0,67.5809,31.668
1342,Alderney French,United Kingdom of Great Britain and Northern Ireland,GBR,Extinct,0,49.7098,-2.2075
1658,Amanayé,Brazil,BRA,Extinct,0,-3.7327,-49.1088
756,Andoa (Ecuador),Ecuador,ECU,Extinct,0,-2.3341,-76.5016
513,Andro,India,IND,Extinct,0,24.8415,94.0539
838,Antoniano,United States of America,USA,Extinct,0,35.9717,-121.1757
2141,Aore,Vanuatu,VUT,Extinct,0,-15.5767,167.1638
569,Apolista,Bolivia (Plurinational State of),BOL,Extinct,0,-14.4027,-68.6206
1454,Arapaho (Oklahoma),United States of America,USA,Extinct,0,35.602,-97.9712
1629,Arapáso,Brazil,BRA,Extinct,0,0,-66
2658,Aribwatsa,Papua New Guinea,PNG,Extinct,0,-6.6523,147.2291
1611,Arin,Russian Federation,RUS,Extinct,0,56.2982,91.7468
465,Arman,Russian Federation,RUS,Extinct,0,59.6732,150.1391
2170,Arta,Philippines,PHL,Extinct,0,16.4225,121.7042
573,Atacameño,"Argentina, Bolivia (Plurinational State of), Chile","ARG, BOL, CHL",Extinct,0,-22.7559,-68.247
830,Atsugewi,United States of America,USA,Extinct,0,40.8824,-122.6661
2042,Babuza,China,CHN,Extinct,0,24.01,120.623
170,Badala,Australia,AUS,Critically endangered,0,-25.285,153.1054
12,Baga Kalem,Guinea,GIN,Extinct,0,10.4013,-14.3151
9,Baga Mboteni,Guinea,GIN,Critically endangered,0,10.7415,-14.5513
855,Barbareño,United States of America,USA,Extinct,0,34.4227,-119.7039
2205,Barzani Jewish Neo-Aramaic (Iraq),Iraq,IRQ,Extinct,0,36.2619,43.9892
2048,Basay,China,CHN,Extinct,0,25.1378,121.6543
1692,Baygo,Sudan,SDN,Extinct,0,11.7436,24.6423
1653,Berakou,Chad,TCD,Extinct,0,12.8492,15.032
1695,Berti,Sudan,SDN,Extinct,0,14.6898,25.9524
2661,Bina,Papua New Guinea,PNG,Extinct,0,-10.2365,149.6063
53,Birgid,Sudan,SDN,Extinct,0,14.8598,25.0103
17,Boro,"Ethiopia, Togo","ETH, TGO",Extinct,0,8.6244,0.6262
1894,Cacaopera,Nicaragua,NIC,Extinct,0,13.4109,-87.8741
135,Cape Khoekhoe,South Africa,ZAF,Extinct,0,-34.4522,19.7314
1338,Cappadocian Greek (Turkey),Turkey,TUR,Extinct,0,38.048,32.6953
890,Catawba,United States of America,USA,Extinct,0,34.9361,-81.0272
255,Cayuga (Oklahoma),United States of America,USA,Extinct,0,36.6302,-94.6441
881,Cayuse,United States of America,USA,Extinct,0,44.9647,-118.5424
808,Central Kalapuyan,United States of America,USA,Extinct,0,43.8,-123.06
519,Chairel,India,IND,Extinct,0,24.976,94.2407
587,Cholon,Peru,PER,Extinct,0,-8.8633,-76.1791
8,Coptic,Egypt,EGY,Extinct,0,26.8915,29.0959
798,Cowlitz,United States of America,USA,Extinct,0,46.132,-122.8642
594,Culle,Peru,PER,Extinct,0,-8.1951,-78.294
1609,Cuman,Hungary,HUN,Extinct,0,46.5815,19.6765
868,Cupeño,United States of America,USA,Extinct,0,33.364,-117.0756
345,Dalmatian,Croatia,HRV,Extinct,0,45.0599,14.5719
129,Deti,Botswana,BWA,Extinct,0,-20.9614,24.461
2073,Dharug,Australia,AUS,Critically endangered,0,-34.0344,150.9301
2075,Dhurga,Australia,AUS,Critically endangered,0,-35.4964,150.249
2201,Dicamay Agta,Philippines,PHL,Extinct,0,16.6998,122.0167
1904,Dorasque,Panama,PAN,Extinct,0,,
2629,Dororo,Solomon Islands,SLB,Extinct,0,-8.2169,157.3901
41,Duli,Cameroon,CMR,Extinct,0,9.3813,13.5708
177,Dungidjau,Australia,AUS,Extinct,0,-26.5885,152.2705
438,Dura,Nepal,NPL,Extinct,0,28.2898,84.4519
259,Eastern Abenaki,United States of America,USA,Extinct,0,44.9423,-68.7328
470,Eastern Kamchadal,Russian Federation,RUS,Extinct,0,56.511,161.0156
833,Eastern Pomo,United States of America,USA,Extinct,0,39.0461,-122.9211
782,Eel River Athabaskan,United States of America,USA,Extinct,0,40.188,-123.6477
56,Eliri,Sudan,SDN,Severely endangered,0,4.5706,30.858
92,Elmolo,Kenya,KEN,Extinct,0,2.7212,36.7326
1321,Eotile,Côte d'Ivoire,CIV,Extinct,0,5.2495,-3.3233
150,Eyak,United States of America,USA,Extinct,0,60.2165,-143.3935
180,Gaagudju,Australia,AUS,Extinct,0,-12.2755,132.6379
89,Gafat,Ethiopia,ETH,Extinct,0,10.6768,35.8264
1893,Garífuna (Nicaragua),Nicaragua,NIC,Critically endangered,0,12.5666,-83.7166
1687,Ge'ez,Ethiopia,ETH,Extinct,0,8.9936,38.7597
2671,Getmata,Papua New Guinea,PNG,Extinct,0,-5.8346,149.0405
42,Gey,Cameroon,CMR,Extinct,0,9.384,13.5296
358,Gothic,Ukraine,UKR,Extinct,0,44.653,33.8598
4,Guanche,Spain,ESP,Extinct,0,27.9264,-15.6774
68,Gule,Sudan,SDN,Extinct,0,10.0986,34.1235
2632,Guliguli,Solomon Islands,SLB,Extinct,0,-8.2114,157.4615
601,Gününa Küne,Argentina,ARG,Extinct,0,-43.4848,-68.1591
1121,Gyasumdo,Nepal,NPL,Definitely endangered,0,28.5969,84.2253
807,Hanis,United States of America,USA,Extinct,0,43.406,-124.2402
2045,Hoanya,China,CHN,Extinct,0,23.5665,120.3826
59,Homa,Sudan,SDN,Extinct,0,5.5011,27.3779
1651,Horo,Chad,TCD,Extinct,0,9.239,18.3444
2219,Hpun,Myanmar,MMR,Extinct,0,24.65,97.0666
1817,Huitoto (Brazil),Brazil,BRA,Extinct,0,-2.3723,-66.0937
2592,Hukumina,Indonesia,IDN,Extinct,0,-3.1514,126.2713
1537,Huron-Wyandot (United States of America),United States of America,USA,Extinct,0,36.7923,-94.7229
2642,Ifo,Vanuatu,VUT,Extinct,0,-18.6605,169.1434
854,Ineseño,United States of America,USA,Extinct,0,34.5942,-120.1371
298,Island Carib,Dominica,DMA,Extinct,0,15.4325,-61.2817
857,Island Chumash,United States of America,USA,Extinct,0,34.3821,-119.4574
1925,Jorá,Bolivia (Plurinational State of),BOL,Critically endangered,0,-14.0246,-63.3581
696,Judeo-Berber (Morocco),Morocco,MAR,Extinct,0,30.822,-6.8005
477,Kamas,Russian Federation,RUS,Extinct,0,57.9964,92.8784
1353,Kamas Turk,Russian Federation,RUS,Extinct,0,58.109,92.7101
2675,Kaniet,Papua New Guinea,PNG,Extinct,0,-0.898,145.5441
1548,Kansa,United States of America,USA,Extinct,0,36.7657,-96.8652
341,Karaim (Crimea),Ukraine,UKR,Extinct,0,45.058,33.9477
2677,Karami,Papua New Guinea,PNG,Extinct,0,-7.1335,143.8659
1517,Karelian (Valday),Russian Federation,RUS,Extinct,0,58.0284,33.3215
2091,Katabaga,Philippines,PHL,Extinct,0,13.4366,122.5569
783,Kato,United States of America,USA,Extinct,0,39.677,-123.4944
2596,Kayeli,Indonesia,IDN,Extinct,0,-3.39,127.1008
2634,Kazukuru,Solomon Islands,SLB,Extinct,0,-8.1598,157.4629
126,Kede,Angola,ANG,Extinct,0,-17.1617,16.1059
371,Kemi Saami,Finland,FIN,Extinct,0,67.0631,27.6635
2286,Kenaboi,Malaysia,MYS,Extinct,0,3.1129,102.0322
479,Kerek,Russian Federation,RUS,Extinct,0,62.5996,176.9183
2050,Ketangalan,China,CHN,Extinct,0,25.0433,121.4813
1148,Khaccaḍ Bhoṭe,Nepal,NPL,Definitely endangered,0,28.1113,85.3674
1613,Kilit,Azerbaijan,AZE,Extinct,0,38.9455,46.0989
137,Kinare,Kenya,KEN,Extinct,0,-0.725,37.2436
822,Klamath-Modoc,United States of America,USA,Extinct,0,42.5767,-121.8637
828,Konomihu,United States of America,USA,Extinct,0,41.2583,-123.3216
100,Kore,Kenya,KEN,Extinct,0,-2.2845,40.9185
485,Kott,Russian Federation,RUS,Extinct,0,56.3013,94.5318
618,Krenjê,Brazil,BRA,Extinct,0,-2.5644,-46.6589
1354,Krevin,Latvia,LVA,Extinct,0,56.35,24.2907
2046,Kulun,China,CHN,Extinct,0,24.9823,121.3591
189,Kurtjar,Australia,AUS,Extinct,0,-18.0623,140.4052
121,Kw'adza,United Republic of Tanzania,TZA,Extinct,0,-5.3753,35.8621
124,Kwadi,Angola,ANG,Extinct,0,-15.2523,12.2277
125,Kwisi,Angola,ANG,Extinct,0,-16.7309,13.0572
460,Kyakala,China,CHN,Extinct,0,45.3819,128.7597
2134,Laghu,Solomon Islands,SLB,Extinct,0,-7.6157,158.7359
1149,Langthang Tibetan,Nepal,NPL,Definitely endangered,0,28.21,85.5697
301,Lenca,"El Salvador, Honduras","SLV, HND",Extinct,0,13.6459,-87.0996
111,Li-Ngbee,Democratic Republic of the Congo,ZAI,Extinct,0,2.4931,28.059
2597,Liliali,Indonesia,IDN,Extinct,0,-3.39,127.1008
788,Lipan,United States of America,USA,Extinct,0,33.1513,-105.799
2204,Lishan Didan (Iran),Iran (Islamic Republic of),IRN,Extinct,0,37.9615,44.6044
2202,Lishana Deni (Iraq),Iraq,IRQ,Extinct,0,36.9279,42.5115
2184,Lishanid Noshan (Iraq),Iraq,IRQ,Extinct,0,36.1777,44.165
1156,Loke Tibetan,Nepal,NPL,Definitely endangered,0,28.82,83.7721
93,Lorkoti,Kenya,KEN,Extinct,0,-0.4943,37.359
796,Lower Chehalis,United States of America,USA,Extinct,0,46.3227,-123.9724
2685,Mahigi,Papua New Guinea,PNG,Extinct,0,-7.6688,143.0227
624,Máku,Brazil,BRA,Extinct,0,4.0615,-61.831
540,Malin,Myanmar,MMR,Extinct,0,24.57,94.56
2552,Mapia,Indonesia,IDN,Extinct,0,0.8321,134.3023
2647,Maragus,Vanuatu,VUT,Extinct,0,-16.0405,167.2778
209,Marrgu,Australia,AUS,Extinct,0,-11.3292,132.0227
1895,Matagalpa,Nicaragua,NIC,Extinct,0,12.9517,-85.4381
488,Mator,Russian Federation,RUS,Extinct,0,54.0593,95.4492
781,Mattole,United States of America,USA,Extinct,0,39.1375,-123.6931
771,Miami-Illinois,United States of America,USA,Extinct,0,36.8866,-94.8775
839,Migueleño,United States of America,USA,Extinct,0,35.7587,-120.6951
1813,Miraña (Brazil),Brazil,BRA,Critically endangered,0,-2.021,-65.6982
